(6678, 34, 1)
(16967, 85, 1)
(34567, 173, 1)
(135614, 679, 1)
(5078, 26, 1)
(51144, 256, 1)
(172510, 863, 1)
(8244, 42, 1)
(92188, 462, 1)
(25861, 130, 1)
(129798, 650, 1)
(190695, 955, 1)
(246983, 1236, 1)
(85706, 429, 1)
(10662, 54, 1)
(10728, 54, 1)
(62238, 312, 1)
(191768, 960, 1)
(175310, 877, 1)
(11022, 56, 1)
(11025, 56, 1)
(46284, 232, 1)
(144423, 723, 1)
(168185, 842, 1)
(168925, 846, 1)
(50823, 255, 1)
(106131, 532, 1)
(106371, 533, 1)
(155232, 777, 1)
(144284, 722, 1)
(132553, 664, 1)
(133257, 667, 1)
(140975, 706, 1)
(141297, 707, 1)
(191034, 956, 1)
(191171, 957, 1)
(191290, 958, 1)
(214224, 1072, 1)
(238716, 1195, 1)
(238866, 1196, 1)
(245923, 1231, 1)
(24878, 125, 1)
(56218, 282, 1)
(32773, 164, 1)
(99779, 500, 1)
(239876, 1201, 1)
(244878, 1226, 1)
(245561, 1229, 1)
(240374, 1203, 1)
(247479, 1239, 1)
(4708, 24, 1)
(43183, 216, 1)
(33962, 170, 1)
(36885, 185, 1)
(45277, 227, 1)
(127782, 640, 1)
(181728, 910, 1)
(121561, 609, 1)
(145253, 727, 1)
(126379, 633, 1)
(13074, 66, 1)
(13719, 69, 1)
(18911, 95, 1)
(26894, 135, 1)
(185381, 928, 1)
(81367, 407, 1)
(136470, 683, 1)
(175980, 881, 1)
(176000, 881, 1)
(30295, 152, 1)
(53097, 266, 1)
(69454, 348, 1)
(69637, 349, 1)
(98351, 493, 1)
(83754, 419, 1)
(179713, 899, 1)
(148441, 743, 1)
(156028, 781, 1)
(156743, 785, 1)
(71181, 356, 1)
(71420, 358, 1)
(78023, 391, 1)
(216042, 1082, 1)
(197692, 990, 1)
(67369, 337, 1)
(88966, 445, 1)
(94407, 473, 1)
(112881, 565, 1)
(130902, 655, 1)
(206607, 1034, 1)
(219929, 1101, 1)
(39021, 196, 1)
(180640, 904, 1)
(233681, 1170, 1)
(123319, 618, 1)
